D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_138.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_138.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_138.jpg, 0, 0, 0, 8.338175E-05
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_239.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_239.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_239.jpg, 0, 0, 0, 7.800342E-05
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_339.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_339.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_339.jpg, 0, 0, 0, 7.889844E-05
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_441.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_441.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_441.jpg, 0, 0.0386043, 0, 0.005264356
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_543.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_543.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_543.jpg, 0, 0.3372357, 0, 0.2371178
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_644.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_644.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_644.jpg, 0, 0.6325134, 0, 0.8285026
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_745.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_745.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_745.jpg, 0, 0.932147, 0, 1.745314
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_848.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_848.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_848.jpg, 0, 1, 0, 2.860918
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_20_950.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_20_950.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_20_950.jpg, 0, 1, 0, 4.034123
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_052.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_052.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_052.jpg, 0, 1, 0, 5.199717
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_154.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_154.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_154.jpg, 0, 1, 0, 6.353842
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_255.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_255.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_255.jpg, 0, 1, 0, 7.496773
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_356.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_356.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_356.jpg, 0, 0.6779329, 0, 8.621994
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_456.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_456.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_456.jpg, 0, 0.3764068, 0, 9.161089
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_558.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_558.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_558.jpg, 0, 0.07869028, 0, 9.333487
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_662.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_662.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_662.jpg, 0, 0, 0, 9.249767
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_763.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_763.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_763.jpg, 0, 0, 0, 9.15694
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_865.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_865.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_865.jpg, 0, 0, 0, 9.065039
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_21_965.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_21_965.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_21_965.jpg, -0.2395752, 0, 0, 8.958838
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_066.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_066.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_066.jpg, -0.542562, 0, 0, 8.798028
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_168.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_168.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_168.jpg, -0.8368593, 0, 0, 8.590699
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_269.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_269.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_269.jpg, -1, 0, 0, 8.373091
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_372.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_372.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_372.jpg, -0.7738202, 0.1679154, 0, 8.35136
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_474.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_474.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_474.jpg, -0.4781978, 0.2723611, 0, 8.653128
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_578.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_578.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_578.jpg, -0.1120773, 0.0563937, 0, 8.69507
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_679.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_679.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_679.jpg, 0, 0.35403, 0, 8.857213
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_782.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_782.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_782.jpg, 0, 0.6502872, 0, 9.391524
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_884.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_884.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_884.jpg, 0, 0.9561996, 0, 10.28058
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_22_986.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_22_986.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_22_986.jpg, -0.0118875, 1, 0, 11.38126
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_089.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_089.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_089.jpg, -0.309237, 1, 0, 12.52186
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_192.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_192.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_192.jpg, -0.3376513, 1, 0, 13.36858
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_292.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_292.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_292.jpg, -0.03605773, 1, 0, 14.55276
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_394.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_394.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_394.jpg, -0.0196359, 1, 0, 15.5421
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_496.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_496.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_496.jpg, -0.2646711, 1, 0, 16.7878
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_597.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_597.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_597.jpg, 0, 1, 0, 17.84798
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_696.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_696.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_696.jpg, 0, 1, 0, 18.87996
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_797.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_797.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_797.jpg, -0.09703681, 1, 0, 19.8941
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_23_898.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_23_898.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_23_898.jpg, -0.2553141, 1, 0, 20.85042
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_000.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_000.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_000.jpg, 0, 1, 0, 21.84809
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_102.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_102.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_102.jpg, -0.1768272, 1, 0, 22.83331
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_203.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_203.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_203.jpg, -0.4238319, 1, 0, 23.70687
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_306.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_306.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_306.jpg, -0.1281318, 1, 0, 24.66764
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_406.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_406.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_406.jpg, 0, 1, 0, 25.61504
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_508.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_508.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_508.jpg, -0.1701822, 1, 0, 26.55943
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_607.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_607.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_607.jpg, -0.1047969, 1, 0, 27.46827
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_708.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_708.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_708.jpg, 0, 1, 0, 28.39707
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_810.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_810.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_810.jpg, 0, 1, 0, 29.31834
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_24_911.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_24_911.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_24_911.jpg, -0.1202184, 1, 0, 30.18182
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_012.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_012.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_012.jpg, -0.4174937, 1, 0, 30.15385
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_113.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_113.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_113.jpg, -0.5526693, 1, 0, 30.14873
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_217.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_217.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_217.jpg, -0.1896513, 1, 0, 30.19469
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_320.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_320.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_320.jpg, 0, 1, 0, 30.18719
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_422.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_422.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_422.jpg, 0, 1, 0, 30.18961
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_522.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_522.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_522.jpg, 0, 0.8854083, 0, 30.17034
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_624.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_624.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_624.jpg, 0, 0.5814829, 0, 30.09726
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_727.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_727.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_727.jpg, 0, 0.280482, 0, 30.01934
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_828.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_828.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_828.jpg, 0, 0, 0, 29.86927
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_25_931.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_25_931.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_25_931.jpg, 0, 0.1900038, 0, 29.62559
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_033.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_033.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_033.jpg, 0, 0.4834548, 0, 29.72935
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_134.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_134.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_134.jpg, 0, 0.7874785, 0, 30.12183
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_236.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_236.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_236.jpg, 0, 1, 0, 30.19033
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_338.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_338.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_338.jpg, 0, 1, 0, 30.19039
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_439.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_439.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_439.jpg, 0, 1, 0, 30.19025
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_539.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_539.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_539.jpg, -0.1880616, 1, 0, 30.1806
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_641.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_641.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_641.jpg, -0.4097019, 1, 0, 30.15667
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_743.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_743.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_743.jpg, -0.1135599, 1, 0, 30.19179
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_846.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_846.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_846.jpg, 0, 1, 0, 30.18899
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_26_949.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_26_949.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_26_949.jpg, 0, 1, 0, 30.1899
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_051.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_051.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_051.jpg, 0, 1, 0, 30.19135
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_154.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_154.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_154.jpg, 0, 1, 0, 30.19045
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_256.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_256.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_256.jpg, 0, 1, 0, 30.19033
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_359.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_359.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_359.jpg, 0, 1, 0, 30.19032
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_461.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_461.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_461.jpg, 0, 1, 0, 30.19032
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_563.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_563.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_563.jpg, 0, 1, 0, 30.19025
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_664.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_664.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_664.jpg, -0.1127067, 1, 0, 30.1867
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_767.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_767.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_767.jpg, -0.3482658, 1, 0, 30.16323
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_870.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_870.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_870.jpg, -0.05140025, 1, 0, 30.19024
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_27_972.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_27_972.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_27_972.jpg, 0, 1, 0, 30.18977
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_072.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_072.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_072.jpg, 0, 1, 0, 30.19025
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_174.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_174.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_174.jpg, 0, 1, 0, 30.19031
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_278.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_278.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_278.jpg, 0, 1, 0, 30.19031
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_382.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_382.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_382.jpg, -0.2194062, 1, 0, 30.17752
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_484.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_484.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_484.jpg, -0.0169224, 1, 0, 30.19036
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_586.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_586.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_586.jpg, 0, 1, 0, 30.18995
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_689.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_689.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_689.jpg, -0.0428304, 1, 0, 30.19007
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_790.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_790.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_790.jpg, -0.1170903, 1, 0, 30.18941
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_891.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_891.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_891.jpg, 0, 1, 0, 30.19005
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_28_991.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_28_991.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_28_991.jpg, -0.1204509, 1, 0, 30.18762
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_29_095.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_29_095.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_29_095.jpg, 0, 1, 0, 30.19023
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_29_198.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_29_198.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_29_198.jpg, -0.1640727, 1, 0, 30.18371
D:\drive_sim\data_car\IMG\center_2021_07_10_15_32_29_300.jpg, D:\drive_sim\data_car\IMG\left_2021_07_10_15_32_29_300.jpg, D:\drive_sim\data_car\IMG\right_2021_07_10_15_32_29_300.jpg, -0.4572105, 1, 0, 30.14799
